V1	V2	V3	dist	exp_global	p_global	exp_local	p_local
23730000	23870000	30.53844	140000	18.8326055732799	0.00620550675363452	24.6237267869004	0.120249061481293
23780000	23870000	40.57319	90000	26.7108424688032	0.0060838557639957	38.9873135311689	0.394611022212419
23790000	23870000	53.221027	80000	29.4672006696771	0.0000321843722476379	43.2752210240706	0.0638902051632161
23820000	23870000	62.971436	50000	44.0447104118052	0.00417023636877676	64.8052824429543	0.605350139483655
23850000	23870000	185.22945	20000	103.5615893534	0.000000000000205649717119048	162.940804672677	0.0407997045299756
23860000	23870000	392.28326	10000	203.86650819496	0.0000000000000000000000000000000543387356071067	339.145366992606	0.00229375639615351
23870000	23870000	799.6691	0	484.494592254745	0.00000000000000000000000000000000000000215147322397055	866.765083304213	0.989543841759841
23870000	23880000	317.18845	10000	203.86650819496	0.0000000000000903258490821912	403.239551210029	0.99999523645517
23870000	23890000	194.43126	20000	103.5615893534	0.0000000000000007900222777274	216.122433674916	0.931210775775927
23870000	23900000	224.297	30000	70.5886661541992	0.00000000000000000000000000000000000000000000000235064004932115	155.965858353806	0.000000124869952178612
23870000	23910000	230.37117	40000	53.8984222987259	0.0000000000000000000000000000000000000000000000000000000000000000000000280244264735125	116.109632319188	0.00000000000000000000402733541278279
23870000	23920000	157.02644	50000	44.0447104118052	0.00000000000000000000000000000000000000030156045329612	91.3568078873942	0.000000000165907803474037
23870000	23930000	131.94588	60000	37.6094753629208	0.00000000000000000000000000000000502301047034419	73.1151500949017	0.000000000388070002437562
23870000	23940000	57.89332	70000	32.8589620561149	0.0000465299966072502	58.0494775660231	0.5200498119885
23870000	24010000	33.038227	140000	18.8326055732799	0.00104616098998398	21.1529545084745	0.00611579072415339
23870000	24430000	13.348198	560000	5.96127622832546	0.00343166580175673	3.71575542421241	0.000035272349105016
23870000	24590000	12.367617	720000	4.73817104163726	0.0012698881957074	5.23131132107523	0.00295271192853565
23870000	24610000	13.0623865	740000	4.52368650928716	0.000264996053648091	5.57758852546485	0.00191137471111889
