V1	V2	V3	dist	exp_global	p_global	exp_local	p_local
20080000	23870000	69.84699	3790000	1.3968577995225	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000304949693556496	77.913205	0.829411288511788
23850000	23870000	122.45301	20000	86.4849834780516	0.000126650257311885	136.456912302385	0.885229353765724
23860000	23870000	312.65125	10000	161.714456450057	0.0000000000000000000000000399263550002666	276.514156609574	0.0166132422822068
23870000	23870000	913.15814	0	468.35865705008	0.0000000000000000000000000000000000000000000000000000000000000000000000000375743883595589	875.892273018756	0.102509072884171
23870000	23880000	265.78796	10000	161.714456450057	0.0000000000000387369065467284	321.187086585583	0.999299936133032
23870000	23890000	163.97406	20000	86.4849834780516	0.0000000000000796130702670985	179.076538867229	0.878770389062421
23870000	23900000	227.01346	30000	60.7930867229234	0.0000000000000000000000000000000000000000000000000000000000019150577157472	134.690383350782	0.000000000000161000571476828
23870000	23910000	169.59627	40000	47.972186153546	0.0000000000000000000000000000000000000000016443419513691	106.508004675381	0.00000000902477626979012
23870000	23920000	126.52394	50000	40.0990192460585	0.000000000000000000000000000735836485012732	86.8534170215514	0.000032114929247177
23870000	23930000	131.93777	60000	34.7279795365924	0.00000000000000000000000000000000000234428304314508	71.2818277054781	0.0000000000825484450400559
23870000	23940000	88.44538	70000	31.1081037604389	0.0000000000000000209347551210285	56.9181943923568	0.0000504275040380389
23870000	23950000	53.552895	80000	28.0675094910501	0.00000896681598750306	45.939573073551	0.133327591555051
23870000	24010000	33.990566	140000	18.704497513444	0.000936217301796409	23.7685132269706	0.0279880460009743
23870000	24020000	43.067425	150000	17.7486193540635	0.000000110817985146147	20.6402063089972	0.00000523942833619384
