V1	V2	V3	dist	exp_global	p_global	exp_local	p_local
23610000	23870000	24.263866	260000	13.8336306092452	0.00434454215665798	16.3729684498322	0.0281941877889656
23770000	23870000	43.949566	100000	28.8686509595559	0.00522949156582154	41.2827788145436	0.356494701470175
23800000	23870000	53.7192	70000	36.6147873687083	0.00420848894567263	53.4477812441256	0.488039313726788
23810000	23870000	59.82425	60000	40.8231829923828	0.00290042609770524	59.5007119009713	0.491400530812592
23840000	23870000	94.60124	30000	68.4557692751578	0.00137887753272064	98.0818381486829	0.635685770598478
23850000	23870000	156.5308	20000	96.3477960231678	0.00000000897541138145843	135.469735152596	0.0377942428688218
23860000	23870000	270.7132	10000	183.579024570741	0.000000000985579975904836	262.239301876569	0.302328811121249
23870000	23870000	608.0201	0	454.315359876515	0.00000000000297367640203254	656.896692787066	0.971650583639809
23870000	23880000	248.39787	10000	183.579024570741	0.00000261015609835343	276.823296294489	0.957507382054062
23870000	23890000	182.16399	20000	96.3477960231678	0.00000000000000272823802722506	149.569473940743	0.00446005174228732
23870000	23900000	118.65841	30000	68.4557692751578	0.0000000198946125138339	109.000680899154	0.180656752789359
23870000	23910000	88.024826	40000	54.7081045182507	0.0000127591582637108	83.4578329670027	0.286174202143554
23870000	23920000	76.832054	50000	46.3299864299414	0.0000234224174717803	66.0009011767474	0.10023677081931
23870000	24450000	13.033146	580000	5.63740069945623	0.00210248597633677	7.03728977915752	0.0133489873928046
