V1	V2	V3	dist	exp_global	p_global	exp_local	p_local
19070000	23870000	4.745822	4800000	1.27487996738158	0.00986941491204915	3.36013437337111	0.248437015313856
23580000	23870000	21.74805	290000	11.1115809446611	0.002535916927564	12.8137810500786	0.0121595464906817
23790000	23870000	56.87406	80000	31.0282205219591	0.0000186571177944212	40.2128441497455	0.00726539364478764
23850000	23870000	161.58481	20000	108.148762861484	0.000000825884643213513	159.712668351734	0.438671371591568
23860000	23870000	354.5576	10000	215.959119727491	0.00000000000000000304515864127809	332.62511695222	0.115915256738506
23870000	23870000	774.363	0	611.244763099703	0.000000000111659993976771	955.543879528302	0.999999999286857
23870000	23880000	312.06888	10000	215.959119727491	0.000000000354395347741087	349.443517275926	0.977446449819462
23870000	23890000	190.28964	20000	108.148762861484	0.000000000000415908125231211	179.934076696809	0.214043518663161
23870000	23900000	144.92232	30000	73.1272006288009	0.0000000000000843253557653152	126.236175597095	0.0544618832045459
23870000	23910000	126.131454	40000	55.7270326246269	0.000000000000000206908133539987	93.5086402708505	0.000572467611915146
23870000	23920000	95.73808	50000	45.6156527859276	0.0000000000550253997017797	72.8988702519786	0.00547801470513657
23870000	23930000	83.33034	60000	38.9805594463395	0.000000000278523684211119	58.5771677626599	0.00103754781813686
