V1	V2	V3	dist	exp_global	p_global	exp_local	p_local
19610000	23870000	17.05673	4260000	1.2613549583006	0.00000000000000309496753525978	17.947889934495	0.526468017579622
23790000	23870000	47.545803	80000	33.2869848130485	0.00962253414015381	47.2943834723244	0.478405887393757
23800000	23870000	56.805573	70000	36.6939345572462	0.00113504451521701	53.6455498779259	0.341289678394482
23810000	23870000	58.662968	60000	40.7124229498105	0.00415454426481282	60.8499785509575	0.610904110737217
23820000	23870000	70.26628	50000	46.5713178806381	0.000520341905374858	70.6896857490514	0.501079457275391
23830000	23870000	83.21315	40000	55.2887800064242	0.000195436071536164	82.0229679527893	0.428193182272015
23840000	23870000	100.4175	30000	69.0768789462279	0.000187825794675052	99.3965037299228	0.449396477048847
23850000	23870000	129.95802	20000	96.1746598869914	0.000593597678630227	136.550654665679	0.723835652873892
23860000	23870000	225.731	10000	172.037573210261	0.0000480071201618153	241.544927447772	0.849264549735846
23870000	23870000	538.1655	0	447.030970448919	0.0000134874810338388	626.917096360336	0.999848515991951
23870000	23880000	220.33786	10000	172.037573210261	0.000191741599032027	249.459739294485	0.968563945482715
23870000	23890000	147.1654	20000	96.1746598869914	0.000000573886419892617	144.801962529049	0.406196194786468
23870000	23910000	93.48722	40000	55.2887800064242	0.00000135122958719246	83.2317836729853	0.131054749738385
23870000	23920000	77.37416	50000	46.5713178806381	0.0000162293304328069	67.4963332494582	0.113307165989587
23870000	23930000	64.69235	60000	40.7124229498105	0.000273534952077274	56.2639811382991	0.136873772132227
23870000	24000000	40.469666	130000	23.8668467748476	0.000891326271315011	30.8654051164208	0.0462152787739355
23870000	24600000	13.9353695	730000	4.88101644856687	0.000555052115842501	6.51421674761837	0.00722799398437496
